,user_id,business_id,lat_long
21724,aBLHSs-Ij7xt2Y7qnPenvA,"{'y_jsnI8NUThDecWmgL_soA': 1, '3TKmWAHI5Qj4i7GSf7_vDQ': 1}",
21725,8EXccptNR2GbV3EOZyoDvw,{'kCRG0hsCqW23X_szJA0d0Q': 1},
21726,gXZ2BQ77QBeerQyonCLphw,{'YbL6pbLmW_mohngendXsQA': 1},
21727,FVttUVAuXDnS6YKj3ji0yg,"{'B9C6j80ob0f1pwi1Cnnd1Q': 1, '4n_KDjH3dQCIxHZ3SWVO6g': 1, 'Dq6g0ubf267tWRU4BSk44A': 1}",
21728,H9feStwd1mUB6--wWj2lPg,{'SgQYRICpMdWCmY7wM2Cmcw': 1},
21729,xD8RD0X4GTtzkFmstRgwNQ,{'S1rXDshagzSCxGQlknYXDw': 1},
21730,zVcloJ-n08zqYNf1jmosKQ,{'GaEfBJkuTrWiDKLOSrGIug': 1},
21731,TcM8VitWyyC6U2ynfIPN6w,{'YYce9ncwXBgOjU6ItboZ1Q': 1},
21732,fyqSWL-PLYqi55bvOg_e5w,"{'nAbzsR4uVut0ugLTog945w': 1, 'Eq-w1GBZLdEbrtNDwVncYA': 1, 'KPfW7qrWT_JdRHwM0k8yiw': 1}",
21733,KPuQJaE63WpsrKh3Uz1bDA,"{'r9rub_ajcb-3yYsYYD5apw': 1, 'UXlGymo9AduQcq-Q-H16og': 1, 'YiGCPuFsQ7RsW9tOeNZ5Qw': 1}",
21734,W3vZqGqlAmFJPBOwfnvK9A,{'pnyf63lJinJjmRvwZXoxsA': 1},
21735,bHsEpav_XxsMb6B1JdTjzg,{'b686MZPPrVhnwYhhPZQdJA': 1},
21736,OyWwrtxlhSOKUpFowZ1dmQ,{'w3Ad4ue8SMtbVi7hnIS2MQ': 1},
21737,ZjhXLQaoCrmenfzLn34kKw,{'buOw4-D2dVxOS_DOC4q8OQ': 1},
21738,Xk4EoDFSqohxBsqvMc24XA,{'c7hwytmur_DNYnzdBrz9ZA': 1},
21739,FZv-JLirj7XszENWwKYIag,{'gr6AoBJ5MEkZynXP_MHs1w': 1},
21740,CiZ6pcXdqKH3bq6rcgn3NQ,"{'xgK6AAhJ-cYBUCSaLzgTuw': 1, 'TxKmAsKQjND5vbhBdUSyIA': 1, '8q8GMsDPYp4JVdx6k-FeTA': 1, 'Dq6g0ubf267tWRU4BSk44A': 1}",
21741,WoZVznDvcamIhlrmRL7QTw,"{'aACX0qwz9gCm3ieEaQhyXg': 1, 'w7VSMULJ9GtRi3CBRxoJtg': 1}",
21742,lFgxVBN4bYGXiltVZiLbqQ,"{'1qGq_IcIQLEESnVNMQ52xQ': 1, 'ncFpm5dUP8YpTTnMf5bs6A': 1}",
21743,JOJarNXG4AQJo5tmZ7FjzA,{'SsGNAc9U-aKPZccnaDtFkA': 1},
21744,CJMQZRGKcAt4pPpzV2rO-Q,"{'FjecimSm22DYW8ML3MoUrw': 1, 'fboP8gAvPCdW-bnJmDslSg': 1, 'yaSUQERuoc4hUonx4kaS4w': 1, 'neSMyt7x4x_ffrunGyidmg': 1}",
21745,tDVJQYhw4OWczYo3-e3aEw,{'AJ_tIT3N1SLLmlphsc94BA': 1},
21746,aYGsWqV8A898fTXo3qZOQw,"{'AYTr4lrPhh6AxWeL5kaP3A': 1, 'GeP4U7-3-o-cSO-cpigJfw': 1, 'e7HwvsagBGIXXygZDuNMNQ': 1, 'Xk8Nd2X5nf13DunyEg-MGQ': 1, 'wnb0VquMa65hYUUPISGD1Q': 1, 'ewN984Rvux04uuQFrGu7mw': 1}",
21747,CamBqFwLd8QFd5Zl27YJCg,"{'fI4vZhMLxuyoY6Q7BzVcLQ': 1, 'niW0ggRVPW5fafcfImdK7w': 1, 'w7VSMULJ9GtRi3CBRxoJtg': 1}",
21748,HVaOUAobTfh5OUsdp_QEzg,{'cFpc6oLcO08mWJHCRE6S-A': 1},
21749,Tl7FatOzF33ciAcA1GdTcQ,{'Q4ULAiIE2qCA4RYplCTrUQ': 1},
21750,L9NzIxsMUUzrxHiErArpYw,{'2UUkXa45Vgk_TfCP6kmfSw': 1},
21751,YLft4yXd5lni3kkPgSVDmQ,"{'Rht_xxtVzTJK2IgrrXmppw': 1, 'orUFgCDq1ussIF89g6piIA': 1, 'uBW3PIKqc-_eyG1_vdJn1w': 1, 'vcZWlI0eHiGwlUfP-5Ov8Q': 1, 'kg4AP5am_IUczgp1neOvMw': 1, 'LMD-f6FMz8lF8QeSlie5kQ': 1, 'WWlNzfSllSQhr4whj0W_ng': 1, '9r4gq8LVewal0uTnLiS1zQ': 1, 'p1Wb4mEH04qrUMfmPepFzw': 1, '079g3KpS_7j_Zw53JmD9Vg': 1}",
21752,_vfmY7yfyURWUKmiD5qvWg,"{'Tn5Rbb_zehQL44WpytV_rg': 1, 'hP9Wr6nT0Z4Zf8Fm_merqg': 1, 'U3AUN4Azkm76qsEaWqOCEw': 1, 'Hjo5B_MgC5iK-Onf7EJyhA': 1}",
21753,ylTEjJZedCWRZvCduCD3qw,"{'DAtq-oX4tWNb19qvMZC3RA': 1, 'g4bQ-4XVPXh2EBwVEIVMBQ': 1}",
21754,9_SXy9eaJRYi74F9o1nwrg,{'8bzvvfrE0r71ZrxOxAgpaw': 1},
21755,A1xkLQa-DCKKcR47CmF_yQ,"{'OOsoeJIwsfHyC8sFmJSPpA': 1, 'usSROUMiAgPcxV3Ym0OxMQ': 1}",
21756,nT4TCnewL8YPm2fHUcCgaQ,{'dXPQDQLHzcExUDZV_dcAGA': 1},
21757,YanqCqXrGc-vdMNh0nwptw,{'oN552ZjtfJWV7CMtftGrfA': 1},
21758,FhNR1c3euiXzOJr05eXPeg,"{'0FmWly56nUTg60-b5k0gTQ': 1, 'x8GTTMIAtUJ5EsIMnsOacQ': 1}",
21759,KDMafNgfKdB6QDYpK8-jhw,"{'B1DExytz6yB4PkAqqXxLuA': 1, 'zz5eC4ux3D8AOrKKYCU0YA': 1}",
21760,kRL-zZplce6Z02pnnWF_9g,{'pDtuKmBfkbnT6SXCCCQZGA': 1},
21761,gQFh-MZaIkx22geJqEgvug,"{'lgRLyicXByG1-W0QdsTopw': 1, '3hFBk9lLFTC2HeRprtfusw': 1}",
21762,mc8biu0w842VOxBj5UKFGg,{'rcCGdKxMPJk4lCzZZ1i_bA': 1},
21763,P1kCQhPAI41dNZwAmgpOpw,{'DK7cCTEyszaNKQpV-JRc1Q': 1},
21764,TnKadce5ykWLIYrpk5R3rw,"{'BDNlf1Ui0B7yDAE-iTvYXw': 1, 'Nui7Cnhrhrm4Ar2rcSHbIA': 1, 'fNrQg2ORp4zj5gC75dwlWg': 1, 'pMBxvWFY03Z95jNVUVWGwg': 1}",
21765,YsPQOTXLPGcGdzb7aF2qHA,{'KPfW7qrWT_JdRHwM0k8yiw': 1},
21766,3Y22v-q2DspRhtp5iM51Jw,{'EmyOcwwNvLvtaKPcaDIBpA': 1},
21767,5v2p5wXhkPjJ8OvCWPBjzw,{'4eRlRYQ4iBedD7Ymiuah7Q': 1},
21768,K6ovHK2bxAq3ma9SIdsLBg,{'sI9BnInlCDUos3kYx9StSQ': 1},
21769,wge-4ojAI-HI8DcLsN33nw,{'iScLaoq1nOhrGQ2N7_mAlA': 1},
21770,G-1nHI5l_w6cANdncllvaA,"{'9mwShpTgZofOujt4JfyGmw': 1, 'l3ZH41X7rNxP2K75stSWvw': 1}",
21771,xZm2RgnCbZdIRQTcw2qqLA,"{'YssP-_6iP0SLBsqUQGs6rQ': 1, 'X7844DdJO4y2oVbcpxD-NA': 1}",
21772,aJbr6GtbRxHTsa33vbT8Sg,{'ywbiQCZnCrK8A4K9TkWVTw': 1},
21773,l8ZjFuNLi56prFvGiYyQSQ,"{'dWg_Wkun000du6jiI3TPUw': 1, 'EpPfFCLETEnzAw324Y666A': 1, 'niW0ggRVPW5fafcfImdK7w': 1, 'vvPzcOhbQn5fLQUAIxcP6A': 1, 'V8jMEIQ7oGK-vKyg0FiTCA': 1}",
21774,V_lqpKwUw1CZiA3C1eSzEw,"{'1zKH87sjLpRr8XDKmk7j1g': 1, '2K-XaFjaHUR8Dp6QAihITg': 1}",
21775,Hih0HgPv_shs855SIx26HA,{'0pFTQ1QRfCb106BF6kI2Ug': 1},
21776,gJjhq842T9zkQwRw9yP_9A,{'d3ni6cKglu4L3JeveOqQDQ': 1},
21777,6PlutaB_0orlR2_gtJHxsg,{'Tn5Rbb_zehQL44WpytV_rg': 1},
21778,I11eEdh112ZEE8cq0_RSnw,"{'4uOVj07uHLJZ-oVH36MB4w': 1, 'Uiz1Xq1I6jdnDLtzIIF9hQ': 1}",
21779,Bhynk0PWHVpm167z39E3xw,{'iTSuk8UQGaNAFKBYEzdeWQ': 1},
21780,b58hGJmQ0J-ozi4L6ReHGA,{'NMLtK_ZDHTD_UQ33-A-N0A': 1},
21781,JqSLqT8hPXjCUS0eOnUxAg,{'k8Vih-WEeO5Jmilhbm2xmg': 1},
21782,DxPVtXKvtp9khTcWf5xYLA,{'FmVPyzHAEbN70zPZUIbUdA': 1},
21783,tfe8p2LlLaqmkpseDzEH1g,{'zUzEjxKEn8eNVksImZ2oGw': 1},
21784,8JFxl9EKX18pek5-z8uaZA,{'EOWYeAhHDAYmG7jtIBuq5w': 1},
21785,WCPEqxa8RIfqyp6KekB4Ag,"{'aUb1ulqB4B1y6kQuqRV3cg': 1, 'o_wRqOpli9kyZGXlJtLLdA': 1}",
21786,mUY45W2uWSx-0_mx6beG8g,{'RhOTBt7ISr2rhXisSMLTSw': 1},
21787,L8c2t_eKdR-hUzeeplmRxg,{'K7xm1AAdThx3txHkoWVyCQ': 1},
21788,j8inPBjX5Nd9z77ENHsaOg,"{'r_xRZO5eCS8fxGjmK2NagQ': 1, 'UXlGymo9AduQcq-Q-H16og': 1, 'gL2ibtCbiEyHVnFCvk5WIQ': 1}",
21789,XV5_PgCfmkb40HAFWAw2pA,{'ihUWFwY0r3ApW5aZ4Aqf9Q': 1},
21790,5-dSGc_bG8Z8lKuqz-sIaw,{'PZAQwvTRnVtqbaC8tZMx6w': 1},
21791,0wR1ZElW04-VXqKV-SU2gw,"{'NMLtK_ZDHTD_UQ33-A-N0A': 1, 'okvhzVSYwfN02cn3reYXHw': 1, 'C2BferG4f-WQJQuTvyRzlA': 1, 'Cex2R008tMFg8R5fAtf77w': 1}",
21792,Vph8u-LchoeVtydEeq3Y9A,"{'SvoJ3Y3uqDfB4iGUaWXh8Q': 1, 'fHfKprgE_HqMcwxuZzBqLA': 1}",
21793,_OBrNXfzfECKhHa0nv58Yg,"{'Nui7Cnhrhrm4Ar2rcSHbIA': 1, 'ZH8uzMMxbpshOLDX8W4NFw': 1, '0V7lC5Xr9dVFbjXpXFbeow': 1}",
21794,37eUdBUOC8hoKYQrPn5U6w,{'clskfZhlm09o9Lv4SxVlAA': 1},
21795,MtthZikWqXBGihgzFTwniA,{'ezi5Nz0gT5lk0nW1KTiYnw': 1},
21796,BB1s984J6CujY48A57ZVzA,{'g5U8omEQje5lRx4EherR0w': 1},
21797,XPmRmEeDgdeO8D8Ky6n1iA,{'nqRNOug4OMrYTTZg-qLxXA': 1},
21798,nXf67XajRetU3vlY3z81yw,"{'Uiz1Xq1I6jdnDLtzIIF9hQ': 1, 'aAlyocY0u8dWT2L0Br6mJQ': 1, '7hugevd0swogs5Shrh0o2g': 1}",
21799,tRTG6H-ApaB4TkTwaat32w,{'0ayh3LxJwSbJEOlBCx9APA': 1},
21800,wmpoffP45q21pcC5_RtzyQ,{'nPw3ATZ6A5MA4wE9kQ15Kg': 1},
21801,BzElrqDi9cf7OshWgxY0Ug,{'Pi195u1UJdTnNEsaR2Y7yA': 1},
21802,O_p-UdQBdv5Wic2H_rlFgw,"{'zQ5rJZ9JOhEOsFYLkO7qUg': 1, '6U9R88kd-juZubgWypySZQ': 1}",
21803,J5MV3wMrMmZYspj1Kzr_Zw,{'QUQnWkPauoh6z42X5JQPUw': 1},
21804,Irlf2g9ZvqCPcEcnE1qd_Q,{'GARb9Hk4Y0YTjBl70DniVA': 1},
21805,n7HEW-5Ptu4dxm6y8_Cawg,"{'ZH8uzMMxbpshOLDX8W4NFw': 1, 'YBAQfnjY9yAsXG_4wIB-tg': 1}",
21806,ZUigPfy-OUDibkyxSuK22w,"{'#NAME?': 1, '7XXmky6YYjsvKFwho_eavg': 1, 'Ca-003BAqWW-IEsFvjlY9g': 1, 'WD7TUnO7ExNJahLN4p3bMA': 1}",
21807,yT0xdzfCaSNYIaQQUSoitA,{'GM4-aWjgQjxN8sOwff7Ufw': 2},
21808,dYSpprTK2du1E6cqF2RbCQ,{'Uiz1Xq1I6jdnDLtzIIF9hQ': 1},
21809,Qzd9hv62tgevntXmNTnGBA,{'XzaJf6WzpU7RsXTXzx72Xg': 1},
21810,D9ry7SJ5vtsOc04b5zqkbQ,"{'PawMgtaRxny_rtX1m_nQtw': 1, 'AtJzxpkKh3VMTqmkHhy0Lw': 1}",
21811,q9FYIKUGzYQS3IJ5SJNkwg,{'4O0GslAIwG_1regXO_UcaQ': 1},
21812,Cm_wZmGjfjai8YUo9uq50Q,{'M4t2vrP044CN7VCRXyYL8A': 1},
21813,EqR2XIi5D575yda_eovVyg,"{'q_2HooHFCE9wAwmXQPkuyg': 1, '52CzJDb4EakSjEQOUys77Q': 1}",
21814,l2isq-Uhb46wB7iaLt4YLg,{'nPw3ATZ6A5MA4wE9kQ15Kg': 1},
21815,hz_p_HqkiVC7bKkqpnqKwg,{'lVB0HB2PxC9OTtMcz0wagA': 1},
21816,k2lqeHXJSnGfl8pvWkcQHg,"{'9oImwXLAn-DFppBrfbmkLg': 1, 'NeUf9FyCCIN4MEseNyqkXQ': 1}",
21817,gcjQt9J7TdnMhZGwDHuXcA,"{'b9WZJp5L1RZr4F1nxclOoQ': 1, 'tygo8BbCFwGFxIitgTp_zQ': 1, 'wQ3klyJeDhIQUIZS2X5r7Q': 1, 'HHYSvEjbhYAFghUsC66QEw': 1, 'dxCqGkhtXq-9fYEsX7Mf6Q': 1, 'S0C-7Exxkd_lupkjSwpFaw': 1, 'x2ZMAyneUiBD6Sml0Fv2Xw': 1, 'Z0OGW8PysysRXE0dR7QxQQ': 1, 'Z94doPdgyDOgjtYUVRBNjQ': 1, '6THckpNEt8VlGpYgC_4JcQ': 1, 'ifVVRWX3oEe2tPAcBLPrRw': 1}",
21818,hSlh592QHPHlP9qqjj-qSQ,{'Kcr-bbIASd4z6mOPKvD7og': 1},
21819,GpS8bucDDGFO8dJ3vS-T-A,{'8g7BvU8Gv-OuqNIhIuZh5Q': 1},
21820,Ikndznqn6arIj2v_LmaI2g,"{'okvhzVSYwfN02cn3reYXHw': 1, 'BT4aiLm-yw647FQDbtjQhA': 1, '4O0GslAIwG_1regXO_UcaQ': 1}",
21821,nFLlHlFxHOcUVjLlX1A44w,"{'SsGNAc9U-aKPZccnaDtFkA': 1, 'Q4ULAiIE2qCA4RYplCTrUQ': 1}",
21822,2zTCLr7zPQeYTdm1fsV1fw,{'mFaY75tFDG7QbH-8FF84cw': 1},
21823,hl1vdz8hIYQUPmho5Br9hw,{'emQkvcck-uqUanJafLIKOA': 1},
21824,JpP1WUSGdtfT_dKePj6JgA,{'#NAME?': 1},
21825,12uaDOdJNDTx-SCIKV-j2g,"{'mtchqm9cDlMewP8A_enSzg': 1, 'TRLMm_deLvlPNmGNqRxcow': 1, 'gHBf6Ve-jxMBZQE3Z1mviQ': 1, 'jpD9ONjJfx5ishYOx9vU0Q': 1, '1PB9xsunCoSccTmAvjMlhA': 1, 'Ca-003BAqWW-IEsFvjlY9g': 1, 'AyIIESr_7vxrGcfKuYHNcA': 1, '7JYif-4RQOMWrUkoemuytA': 1, 'woJbuuWU7zyXA63YV3p0gg': 1, '1vK7gWQ_b5ehAyOidOsYtg': 1, 'Z94doPdgyDOgjtYUVRBNjQ': 1, 'ZcaR7xOJgzItSOJBGH-A_A': 1, 'RptBvx0-dGfSpQYzqj6b8Q': 1}",
21826,pnNni3ncEpnNCdJf2wKwAQ,{'fdRn7U_WR89DxtegkkEihg': 1},
21827,1Il8aVEWbHbZ8cickppiiQ,"{'3LM_yK3iF2VjkS6mFRF58w': 1, 'dpRsK3JyaD3GKorVWzQUmA': 1, 'KmmrH1A46m8K8r_-rwWL0A': 1, 'XmD3TRq6BgYTmQEeSaaijg': 1, 'kV1Ev0RA3L1gRbU8GLeN2Q': 1, 'WWlNzfSllSQhr4whj0W_ng': 1, 'TNpJsewe0H__8fzBgaHCzg': 1, 'r8jeeS3k_diihMDSu9IjlA': 1, 'J011r7mUV1QhgLJ7GkrtMw': 1}",
21828,hB3VhsSKZ5grSGUqYQ-b9g,"{'YeiH-kbGrwmIJlauSP_-dA': 1, '2PfavOTufsPCRdYm-bFcpw': 1, 'ufIN_oA285Zivd-4szJKxQ': 1, 'rR_szXNwNQB-MgEoTElb8Q': 1, 'kiXE579k_sP6XCj_XUJc4g': 1, 'v6HiAVLwKiXZ9Yqvd4ubNg': 1, 'Q4ULAiIE2qCA4RYplCTrUQ': 1, '30yHpGZufQvUkATZPv5wEw': 1, 'b-vMyaBlXTmrdeBTxCESIA': 1, '#NAME?': 1, 'AcjaEcJkm0Fnld-obqFtqQ': 1, 'usSROUMiAgPcxV3Ym0OxMQ': 1, 'FtjvnLhh51ZBYEpKAARaFQ': 1}",
21829,6kDaUccsbull_ZCevPxbFw,"{'YYce9ncwXBgOjU6ItboZ1Q': 1, 'c3GRR8q1h4fdNV7APLzSeQ': 1, 'vcZWlI0eHiGwlUfP-5Ov8Q': 1, 'x2ZMAyneUiBD6Sml0Fv2Xw': 1, 'S6_IpnAJC-jyYoaJ_v5HYQ': 1, 'Q4ULAiIE2qCA4RYplCTrUQ': 1, 'zUzEjxKEn8eNVksImZ2oGw': 1, 'i_nkxbd7feg44QkdbG05UA': 1, 'jgc_K9MEC-a_oXdy1frvKg': 1}",
21830,HtO3BL438uHGZbfRYOstow,{'8JNdJrQzyP_J2Us-AlVhng': 1},
21831,9w-YTXBqZG3eh3RkjEe4vg,{'naWaLmfTO8bw-nabXzLaxg': 1},
21832,AA6Al90Vh3PnlGmQWw752w,{'n1n3o-hv5JsBkvZRtJPZKA': 1},
21833,XK6ZHuNItx7QdaXkojOxzQ,{'qMWWQpMiMcV8jz_57cBB0w': 1},
21834,Tb4WTP11mejdPm7zM6tV1g,{'rellBaGc6G4mgcqSACGL5w': 1},
21835,FiVxyA_ibmqTBuQZyHZkfw,"{'6-rJjW6ITl5o_FliiNgZRA': 1, 'uxWyJozmg36_EddkdceiSw': 1}",
21836,LwAdLZhib9u6Z3-YtJn1pA,{'ZcMnJzN5P4Mod7MDudivyg': 1},
21837,cpbx-AH_2dVZY1K9YBaKew,{'IX8FoKD6Gjha0pePoBrSqQ': 1},
21838,_VUgx4IbR_50fstdDZoDxQ,{'z9H1at5bT5FKfPUR6LPo5Q': 1},
21839,HZ3IuSFmigXSL1FHY424vA,"{'3WgM6mvYrPDxGJ5fADSkUw': 1, 'YPoHtUq85TmNrBpqj_zmuA': 1, 'Ca-003BAqWW-IEsFvjlY9g': 1, 'dxCqGkhtXq-9fYEsX7Mf6Q': 1}",
21840,qEE5EvV-f-s7yHC0Z4ydJQ,"{'bET5TzrC4mpYTg398BmH2g': 1, 'diVJtnXItoMymDfJkSAV1w': 1, 'rcCGdKxMPJk4lCzZZ1i_bA': 1, 'Oet_iNNFm5XW9NCRrYKwOw': 1, '816Z3Uc2jAZFHbyHr4W6Zg': 1, 'iTSuk8UQGaNAFKBYEzdeWQ': 1, 'fNrQg2ORp4zj5gC75dwlWg': 1, 'dVf7896SPwE8jEenEhI6Pg': 1, 'bt8ZUJboJICIojJna2cIfw': 1, 'yILlq-CZQp2aPw3VgEJnxA': 1, 'tFwvxmepqJz8yAz0bfKjBA': 1, 'GARb9Hk4Y0YTjBl70DniVA': 1, '14JrDlEb7SMK_ZHrS80lFA': 1, 'JKyWiuPDVJS4hUx-EPAXAA': 1, 'aXthTj06rRhELf3yhh-LLg': 1}",
21841,tLg7RQ4p1PIzlW1AT4_4ZA,{'Rgn06TuHBnwZfAE93EQZGw': 1},
21842,TA0MvHKv1eNnFvnDC6dwzw,{'PHs72DjjpVStO2HzWfM5jQ': 1},
21843,_EgqctGkSNdalOYZVNPG8g,"{'0QkkNagJaWllynycTF-fRQ': 1, 'WRWh8BiaoICpsilqI7WrNQ': 1, '2K-XaFjaHUR8Dp6QAihITg': 1, 'NqmdaI1GX8LOTRYlMGlTsw': 1, '2X5G4Ujq0s4Wfn4TC7gX0g': 1, 'W3UMlRDOn9Tzd3kfYlHX3g': 1}",
21844,w9d0gzk1Epd9v2QKfFDVeQ,"{'r9rub_ajcb-3yYsYYD5apw': 1, '1vdJl0JBn7_UOsUTfd_FEA': 1}",
21845,NCj0O6fGc2ugwvmIQBb9wA,{'uvdS1a6h0wS0R9gryFX4oQ': 1},
21846,fE8nh_eU719HiZxWzsmafA,{'T67Sp60-oA2x15reB7EqiA': 1},
21847,ES1iRkq3KU1BUNlcdrgLSw,{'kP0jBPlZBok4jiAq4vyFkw': 1},
21848,0XZwrYx6ybHiNNe14E-2mQ,"{'#NAME?': 1, 'kiVnUirURYI91t9YY3nddQ': 1, 'Q4ULAiIE2qCA4RYplCTrUQ': 1}",
21849,bhicRLb3Ifo47DYpPo41AA,{'17Zp0inFGLaQsxMBapdh4Q': 1},
21850,Mv4BZ9P_UhGeGzFoFUVkEw,"{'DvI2WzFzVIEo3eO4wHvalw': 1, 'VZUbvO-m-ceuoMPRM3-NrQ': 1, 'wziHV0Zs8AMFHdBrMaV2fw': 1, 'Tfysaq2SdZAc5_TyPpuyLA': 1}",
21851,5t8WnwRSRBgF5tQvIGvvYw,{'K8Ebs8G1rwc3DBdznHvDxg': 1},
21852,ZTG2CO8VupZ7or1MXdX9SQ,"{'dHxYQrVTkukMj4EjQZ7KUQ': 1, 'rB6IWv6mW2IVjvgfvNGdHg': 1, 'eHTykuLzs6DiDyw7t2g6DQ': 1, '-Gfj1gA0Ir07zToO-4fBpw': 1, 'mPlWLIA4pkHMRtlQDm6UyQ': 1, 'gNz-NjpaBThGn0sxjgD1GA': 1, 'NO8EuoNtzIzl8bWcbANpUg': 1, 'e1fPOv3qzsaFdanxwmcOIQ': 1, '3ZepumtXvVkoHsNOWqF4iA': 1, 'Q4ULAiIE2qCA4RYplCTrUQ': 1, 'PZAQwvTRnVtqbaC8tZMx6w': 1, 'ysahIoCwI3_ztnBiYqll2g': 1, 'Sr98G9lk8nWMGOoxO_fUQA': 1, 'vs3UrHaSnzFOxmFU2UAfxQ': 1}",
21853,E2FLRxcxthNKQm8WDzN9mA,"{'rellBaGc6G4mgcqSACGL5w': 1, 'cmGR1HS9ms233roSllcglw': 1}",
21854,drKh0F-M9s6NJRnjWKqiKg,"{'H77dVEQpzTJNLV0VPd-4Zg': 1, '-G9mzl-6Tj_3P7Hho3xAkA': 1, 'n3nOq4DudeEVhfaP5rdgDQ': 1}",
21855,1VAruBWjRq3fB-QXoMmdtg,"{'coo6eAhevrKNC1azLAfGaw': 1, 'waeCYkwULm9GKhFFkO3WdA': 1, 'rBfBuT0yK7ypKiR8YeV-Lg': 1, 'aHerF5k5pkMDTdNSpIdTyw': 1, 'IF5n-Y1n4XKGM7Zugkoy5A': 1, 'gQ3vh3Gyq6q48bdsrgLOyw': 1, 'exyrJvzW0pXIfeWwJwYBvA': 1, 'q_BKmbdlYfQJroJVHfYMUQ': 1, 'Nui7Cnhrhrm4Ar2rcSHbIA': 1, '9iwONFY-aRZA1mgmVgm2ZQ': 1, 'cESul2ojJOjadz-7BKB5eg': 1, '4O0GslAIwG_1regXO_UcaQ': 1, 'Mfr6NLYVRC_lom-oU3ehQw': 1, 'bUmnZJ1DjtDP2_qb2M62mg': 1, 'U9IR__uROAeRVbzQJ1ZHbw': 1, 'Ttn8kVm-L-KDrCmoCjK0Jw': 1, 'NjWAVjMxUwOqnpOOQL71QA': 1, '0H8Xo8XtA6GkSI2hAF0LKw': 1, 'ffVx7PrC2JSfOq_DTW-vZQ': 1, '#NAME?': 1, 'pbR9xLtJib3yoSRRke4POw': 1, 'Qqe1TgaFJEyhqqwfkjq2EQ': 1, 'kc5gJPisT5L5z8lLa9FV9A': 1, 'ih6jtFK2jkAGFuIBtAd8Qg': 1, 'JKyWiuPDVJS4hUx-EPAXAA': 1}",
21856,Aug2al9WokVaUudIYisBQw,{'QR_Nmup1tRj1WwooAKePbg': 1},
21857,t3Lx-b3ANrkF8MQnBiJFPw,"{'2K-XaFjaHUR8Dp6QAihITg': 1, '2X5G4Ujq0s4Wfn4TC7gX0g': 1, 'rR_szXNwNQB-MgEoTElb8Q': 1, '0OXrM5rp0dT8DcxqQJMBXw': 1, 'Jh-8r-RwvkRs80HP_q6DYA': 1, 'VeuEGNEyfgr54_8Zuzv5Qw': 1, 'Xk8Nd2X5nf13DunyEg-MGQ': 1, 'drJpzE3cxE0MQUq7gkzRvg': 1, 'l-s0rNwp_qccC2M4Phz9Yw': 1, 'Z94doPdgyDOgjtYUVRBNjQ': 1}",
21858,H3g8_eaYfrrrKycO4czJ-A,{'gu7ZsDq4h0hhK0zcGkTCcw': 1},
21859,7jE_a_jhqCLEhbmvtZiXDw,"{'sVLQl_lAnn6BeGQjhaWGqQ': 1, 'NL1zxchs_XJPTdCQ-jqPDw': 1, 'e28OcmhM_6xQZ9eSzMyGMA': 1, '53bxZN3hikoJZkd1EBdhrw': 1}",
21860,uFLnbDTTlpE9jbmq8wSj3A,"{'y_jsnI8NUThDecWmgL_soA': 1, 'R78gPX8kC7my612YQa1LpQ': 1, 'vtcEXiQukuSzOMxyVxlh-Q': 1, 'OWiX_AZ7hTRwTpA8kQL6Jw': 1}",
21861,Nsh2igJ_8qUZcy0VaiVcqQ,"{'8JNdJrQzyP_J2Us-AlVhng': 1, '9ylfrWjdX6CltGs_Qcv7Ng': 1, 'vtcEXiQukuSzOMxyVxlh-Q': 1}",
21862,7hu7z1b7kWB5XPnHlS_nmQ,{'TpYL1P0CqqoDdfqdTCHpwg': 1},
21863,R99o1Tk-jG5Ip3MRN6WnDQ,"{'qCdhI4LCUIuzbLKt6znEFg': 1, '8JNdJrQzyP_J2Us-AlVhng': 1}",
21864,fWX1LcsmYX16NiCO4Yfvmw,{'rfy_bJ5ad-gfVmMeqKtsyw': 1},
21865,I87klBGyHbOx1ve7qLM3hA,"{'qCg90xkk0VgdNF6IirZEPA': 1, 'W2RzHyMajnmhOubU7318wQ': 1, '4S5CdZawGJfP3vtR4eAQ1g': 1, 'RCo2xqW-7PU-gu4yaiSI3Q': 1, 'vvPzcOhbQn5fLQUAIxcP6A': 1}",
21866,jZCckScLnHDsAD7RdSzxUQ,{'GMLbWz9fY-3meEXErnc2Ww': 1},
21867,iJxhday5zi52wq5BI3rwQg,"{'CW4Qx9vk9D1o47Qgld5PLA': 1, 'vSZDiKiF8vf9zt_BcDL7GQ': 1}",
21868,2FcT5Pt531WqInToWZln9w,{'lGJTErTf8Y72U4OLHhW65A': 1},
21869,TyxrMu8pBIF1WrTaTf2q3Q,{'2MUQomm9dx3BU0X6s11xGQ': 1},
21870,P6r4G4WHswTEUjKkfZQkLQ,{'HgV78XGyHNmKXigWXzy2Pg': 1},
21871,UMs5Gju2Bw1cOkUdIYkYkQ,"{'Tn5Rbb_zehQL44WpytV_rg': 1, 'exyrJvzW0pXIfeWwJwYBvA': 1, 'BT4aiLm-yw647FQDbtjQhA': 1, 'RjavzMXChoFWdsIZnfs5YQ': 1, 'lgRLyicXByG1-W0QdsTopw': 1}",
21872,DMgR-R23jgvejJIlOYc5Ig,{'gP_TyG7MEEayXI2U8eVyPA': 1},
