"","X","business_id","clusters","regression_value","after_Jan2010_count","after_Jan2014_count","after_Jun2014_count","after_Jan2015_count","ratings_avg","users_sum","weighted_regression_value","categories","city","state","name","review_count","stars","latitude","longitude","attributes.Alcohol.","attributes.Ambience..casual.","attributes.Ambience..classy.","attributes.Ambience..divey.","attributes.Ambience..hipster.","attributes.Ambience..intimate.","attributes.Ambience..romantic.","attributes.Ambience..touristy.","attributes.Ambience..trendy.","attributes.Ambience..upscale.","attributes.Delivery.","neighborhoods","open","predicted_value"
"2085",2084,"lqvE9OXtOdtbB_m55U5kGg",36,368,85,29,20,11,3.890979744,100.7916667,392.1783335,"[Mexican, Restaurants]","Pittsburgh","PA","El Burro",92,4,40.45588,-80.006529,"none",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"[North Side]",TRUE,382.16895
"2086",2085,"yalcA5czeW7qly_6ksp1nw",73,36,6,0,0,0,4.24385043,21.885,92.87666666,"[Food, Beer, Wine & Spirits, Tobacco Shops, Shopping]","Pittsburgh","PA","Save-Mor Beer & Pop Warehouse",9,4,40.416861,-79.925444,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Squirrel Hill, Hazelwood]",TRUE,32.7967166666667
"2087",2086,"0Ir2L-nWFFQP3jB7fnWTuw",113,186,57,37,37,27,3.213897388,65.91166667,211.8333333,"[Burgers, Restaurants]","Pittsburgh","PA","BRGR",62,3,40.357213,-80.0520951,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[]",TRUE,201.39475
"2088",2087,"Bfu68BHfVlz7959jkWBC6A",2,76,16,4,4,2,4.042469725,19.54333333,79.00333331,"[Sandwiches, Restaurants]","Pittsburgh","PA","Jimmy John's",19,4,40.4399299,-79.997035,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"[Downtown]",TRUE,69.9271666666667
"2089",2088,"Bm-zSDHpvSiONQo9pYAWJg",454,12,3,0,0,0,3.737789203,2.593333333,9.693333332,"[Country Clubs, Arts & Entertainment, Event Planning & Services, Venues & Event Spaces]","Pittsburgh","PA","The Pittsburgh Golf Club",3,4,40.440251,-79.939362,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Squirrel Hill]",TRUE,12.8651333333333
"2090",2089,"Hjefge6EdUepbVbvDnnmOw",12,85.5,14,6,5,3,5,6.535,32.675,"[Hair Salons, Beauty & Spas]","Pittsburgh","PA","Hair by G & E",19,4.5,40.4543563,-79.9446292,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Bloomfield]",TRUE,77.8054333333332
"2091",2090,"PFAOxw4Gl8gm7PGWvohCWg",121,36,6,3,3,1,4.000631911,10.55,42.20666666,"[Bars, American (Traditional), Burgers, Nightlife, Sports Bars, Restaurants]","Pittsburgh","PA","Applebee's",9,4,40.3903858,-80.0708968,"full_bar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[]",TRUE,33.9041666666667
"2092",2091,"aH-EzK0bxkUvukAokXDy0A",16,12,2,1,1,0,4,2.715,10.86,"[Bars, Sports Bars, Nightlife]","Pittsburgh","PA","Squirrel Hill Sports Bar",3,4,40.42946062,-79.92236772,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"[Squirrel Hill]",TRUE,12.5988666666667
"2093",2092,"p1V2Jv5qdWVDVLpiQqGztQ",34,60,28,8,6,4,2.402548289,28.64666667,68.82499999,"[Hair Salons, Day Spas, Nail Salons, Beauty & Spas]","Homestead","PA","Venetian Aveda Salon & Spa",30,2,40.4076262,-79.9158053,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Homestead]",TRUE,71.7858166666666
"2094",2093,"xUf11yTcoRagwNiJcY8GAA",24,10,5,0,0,0,1,3.865,3.865,"[Burgers, Fast Food, Restaurants]","Pittsburgh","PA","McDonald's",5,2,40.4273917,-80.0533614,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"[Greentree]",TRUE,10.6481
"2095",2094,"1wgd9o7LQAWfb7E6Vw_wOQ",89,7.5,3,2,0,0,2.25,2.413333333,5.429999999,"[Active Life, Skating Rinks]","Pittsburgh","PA","Ice Castle",3,2.5,40.3660903,-80.0265822,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]",TRUE,8.7199
"2096",2095,"FD6OocZdFUfE2J5H0WN4fA",1,52.5,12,5,1,0,3.431845743,13.74333333,47.16499998,"[Nightlife, Bars, Sandwiches, Restaurants]","Pittsburgh","PA","Armand's Bar",15,3.5,40.4614622,-79.9481741,"full_bar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Bloomfield]",TRUE,49.9475
"2097",2096,"JeZhzeNIfDYPSm9gKvsSPg",2,54,17,8,4,2,3.059179048,19.855,60.74,"[American (Traditional), Restaurants]","Pittsburgh","PA","Easy Street",18,3,40.4380067,-79.9988746,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Downtown]",TRUE,55.8001666666667
"2098",2097,"NokbsnddUVEAS0IiVjHgSA",2,24,7,3,2,2,4.060557126,16.51333333,67.05333333,"[American (Traditional), Restaurants]","Pittsburgh","PA","Taste of Art @ Art Institute of Pittsburgh",6,4,40.4374254,-79.9995548,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"[Downtown]",TRUE,33.1827166666667
"2099",2098,"RhOTBt7ISr2rhXisSMLTSw",6,920,169,49,35,13,4.138506515,226.8966667,939.0133334,"[Food, Tea Rooms, Asian Fusion, Restaurants]","Pittsburgh","PA","Spice Island Tea House",230,4,40.4400334,-79.9559915,"beer_and_wine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Oakland]",TRUE,852.909533333334
"2100",2099,"U35V81BeSi8NUHA2zxp71w",6,99,25,3,3,2,3.20968606,31.11,99.85333333,"[Japanese, Chinese, Restaurants]","Pittsburgh","PA","Sushi Boat",33,3,40.4415702,-79.9573067,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Oakland]",TRUE,94.6736166666667
"2101",2100,"Z-BI5HJmC2HcpiVuXwVM3A",40,256,43,15,9,6,3.716123479,69.70166667,259.02,"[Peruvian, Latin American, Restaurants]","Pittsburgh","PA","La Feria",64,4,40.451723,-79.932833,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Shadyside]",TRUE,194.850533333333
"2102",2101,"kmReHON9drrOz1wCBQnrAw",93,16,4,2,2,0,3.655893536,2.63,9.615,"[Pizza, Restaurants]","Pittsburgh","PA","Italian Village Pizza",4,4,40.3841268,-79.977326,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"[]",TRUE,15.8127333333333
"2103",2102,"m0QsJDntW1MrWCxBVFwuAg",176,7.5,2,0,0,0,1,0.745,0.745,"[Burgers, Fast Food, Restaurants]","Pittsburgh","PA","Wendy's",5,1.5,40.392802,-80.062098,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"[]",TRUE,6.48406666666667
"2104",2103,"nLrYAym397Yg6D0mOv6iMw",222,14,5,0,0,0,2.689879931,4.858333334,13.06833333,"[Local Services, Community Service/Non-Profit]","Castle Shannon","PA","Society of St Vincent De Paul",4,3.5,40.366735,-80.013733,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]",TRUE,17.1091833333333
"2105",2104,"nNt1Gdc3O9ZE7bcB98IRbw",455,21,5,0,0,0,2.395897925,6.988333333,16.74333333,"[Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Hotels]","West Mifflin","PA","Holiday Inn Express & Suites Pittsburgh West Mifflin",6,3.5,40.350011,-79.9254179,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]",TRUE,20.2367666666667
"2106",2105,"rDgiBah58fc6AfVD58m2mw",2,24,7,2,2,2,2.762881441,13.32666667,36.82000001,"[Cafes, Restaurants]","Pittsburgh","PA","Cafe Fifth Ave",8,3,40.4387014,-79.992011,"full_bar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[The Hill District]",TRUE,22.4246
"2107",2106,"zQ5rJZ9JOhEOsFYLkO7qUg",89,128,31,13,11,3,3.830877995,39.37,150.8216667,"[Bars, American (Traditional), Nightlife, Restaurants]","Pittsburgh","PA","Someone Else's Bar",32,4,40.36487,-80.026093,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[]",TRUE,129.265583333333
"2108",2107,"96s4xeGHyjH8YU0wJjBZPg",8,40,7,4,3,2,5,4.963333333,24.81666667,"[Accountants, Professional Services, Tax Services, Financial Advising, Financial Services]","Pittsburgh","PA","Siegel and Company",8,5,40.428026,-79.972679,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[South Side]",TRUE,39.0898
"2109",2108,"WxA8dcFlyvqGSlfE6ZbXtQ",109,72,14,3,2,1,4.668143621,10.90833333,50.92166665,"[Tobacco Shops, Shopping]","Pittsburgh","PA","The Cigar Den",16,4.5,40.481878,-79.952564,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Lawrenceville]",TRUE,71.8613666666667
"2110",2109,"XtupZ29RjquKu63QCwAy2Q",2,31.5,7,2,2,2,4.568219634,8.013333333,36.60666667,"[Local Flavor]","Pittsburgh","PA","Venture Outdoors Festival",7,4.5,40.4425081,-80.0074453,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Downtown]",TRUE,33.3148833333333
"2111",2110,"ZH8uzMMxbpshOLDX8W4NFw",71,63,15,6,6,3,4.865136705,11.765,57.23833333,"[Acupuncture, Day Spas, Health & Medical, Massage, Beauty & Spas]","Pittsburgh","PA","Pittsburgh Center for Complementary Health and Healing",14,4.5,40.4321638,-79.8936966,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]",TRUE,76.2297333333333
"2112",2111,"h5cvE8TClzDrrlg88gD97Q",2,198,65,25,18,8,3.410638741,72.095,245.89,"[Seafood, Restaurants]","Pittsburgh","PA","McCormick & Schmick's Seafood & Steaks",66,3,40.4407839,-79.9996681,"full_bar",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Downtown]",TRUE,261.175683333333
"2113",2112,"jLgIlhi_A78JG-43C8e63Q",50,84,16,5,5,1,3.348097533,33.90333333,113.5116667,"[Hardware Stores, Shopping, Home & Garden]","Pittsburgh","PA","Rollier's Hardware",21,4,40.3829391,-80.0447435,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]",TRUE,76.0936666666667
"2114",2113,"kdwGeJlYwmqt9X49IG49mQ",8,148,31,11,10,5,3.425850444,43.75166666,149.8866667,"[Restaurants, Italian]","Pittsburgh","PA","Caffe Davio",37,4,40.4274551,-79.9691231,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[South Side]",FALSE,137.6368
"2115",2114,"m7cT_avH6bvwUz4f1VgZUA",16,213.5,38,11,9,4,3.577246191,70.23,251.23,"[Chinese, Restaurants]","Pittsburgh","PA","Ka Mei",61,3.5,40.432509,-79.9228399,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Squirrel Hill]",TRUE,152.127933333333
"2116",2115,"5dbzunCt920nwML5pYegsQ",456,180,34,22,22,10,4.357357503,34.38666667,149.835,"[Food, Breweries]","Pittsburgh","PA","Grist House Brewing",40,4.5,40.47886,-79.971985,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Millvale]",TRUE,173.070283333333
"2117",2116,"7sc5j9G5A79MTXrRC6sOiQ",457,39,11,2,2,1,3.366399623,14.14666667,47.62333334,"[Food, Grocery]","Pittsburgh","PA","Seoul Mart",13,3,40.447245,-79.9472007,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Shadyside]",TRUE,39.9797166666667
"2118",2117,"9NL2GL4jSPVj9SKijH5PqA",105,72,16,7,7,2,4.14994063,40.705,168.9233333,"[Food, Grocery]","Pittsburgh","PA","Kuhn's Market",18,4,40.3996765,-80.0434133,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Dormont, Banksville]",TRUE,74.8354166666667
"2119",2118,"EKTqp9HjiFMOT6soOUbtJg",4,96,19,14,13,6,4.050920818,19.63833333,79.55333332,"[Restaurants, Italian]","Pittsburgh","PA","San Lorenzo Ristorante",24,4,40.471828,-79.95983081,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"[Lawrenceville]",FALSE,92.14995
"2120",2119,"ORTRrw3ClZ0Ld0LgY1H_5g",52,66.5,15,7,5,1,3.857511838,27.10166667,104.545,"[Fast Food, American (Traditional), Restaurants]","Pittsburgh","PA","Eat'n Park Restaurant",19,3.5,40.3957953,-80.0335782,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Dormont]",TRUE,68.0836833333333
"2121",2120,"oMoSc4tTay_THqF4Ke_WrQ",22,28,6,1,1,1,3.386597938,2.586666667,8.760000001,"[Food, Grocery]","Bellevue","PA","Kuhn's Market",7,4,40.4977839,-80.0601298,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Bellevue]",TRUE,26.2167333333333
"2122",2121,"oQ3Wl5ZqvK2beXtS8KuJTw",458,10.5,2,1,1,1,4,1,4,"[Seafood, Chicken Wings, Restaurants]","Pittsburgh","PA","Hook Fish & Chicken",3,3.5,40.412275,-79.988441,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Mt. Oliver]",TRUE,11.9464166666667
"2123",2122,"vPQPsC_NkQPKDs5ljbgB3A",4,72,17,15,10,5,4.500406757,34.82833333,156.7416667,"[Food, Juice Bars & Smoothies]","Pittsburgh","PA","The Pittsburgh Juice Co.",18,4,40.462869,-79.966438,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Lawrenceville]",TRUE,76.522
"2124",2123,"yJz3Dl0R5SnmbGywlDYtXQ",47,106,50,28,21,6,2.416181574,59.55333333,143.8916667,"[Active Life, Sports Clubs, Gyms, Trainers, Fitness & Instruction]","Pittsburgh","PA","LA Fitness",53,2,40.4571875,-79.9168529,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Shadyside]",TRUE,134.189383333333
"2125",2124,"6tVCh9BtVr1SK4LiRE4cjw",459,21,6,1,1,1,2.694915254,2.36,6.359999999,"[Active Life, Golf]","West Mifflin","PA","Westwood Golf Club",7,3,40.376674,-79.88248,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]",TRUE,23.6377666666667
"2126",2125,"7ZwHZq29K5mXyH5tqyPJ5w",1,216,52,13,8,0,3.841318473,81.05333333,311.3516666,"[Japanese, Restaurants]","Pittsburgh","PA","Fukuda",54,4,40.4608399,-79.9477607,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"[Bloomfield]",FALSE,228.278816666667
"2127",2126,"8ZKrJs_z1Wfbb9yHKrwinQ",2,161,44,9,8,2,3.49851258,66.11000001,231.2866667,"[American (New), Restaurants]","Pittsburgh","PA","Tavern 245",46,3.5,40.4395533,-80.0017454,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Downtown]",TRUE,179.552883333333
"2128",2127,"9iH5HBZNn1yjb46AE_g4KQ",436,80,17,2,2,1,4.220888838,29.02666667,122.5183334,"[Fast Food, Restaurants]","Homestead","PA","Chick-fil-A",20,4,40.41294715,-79.90742451,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Homestead]",TRUE,78.0984
"2129",2128,"FSZHwYbRb5iTnGUzQvDWwg",1,14,4,1,1,0,3,8.558333333,25.675,"[Burgers, Breakfast & Brunch, Hot Dogs, Restaurants]","Pittsburgh","PA","GM Dog N' Burger Shoope",4,3.5,40.4601862,-79.9463367,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"[Bloomfield]",TRUE,14.6500833333333
"2130",2129,"Q9BXMPu2HnRDMq9X_2rHrQ",40,216,54,9,8,3,2.987356433,69.07333333,206.3466667,"[Chinese, Restaurants]","Pittsburgh","PA","China Palace",72,3,40.450866,-79.933919,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"[Shadyside]",TRUE,207.746566666667
"2131",2130,"nTPnejWVdbNkXRaPCJVDAQ",4,108,27,11,11,11,3.329545455,29.33333333,97.66666667,"[Wine Bars, Bars, Restaurants, Nightlife, Italian]","Pittsburgh","PA","Senti",27,4,40.46421688,-79.96638473,"full_bar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Lawrenceville]",TRUE,107.697316666667
"2132",2131,"sh-VN4LKQ1IuJCe-_FJhuA",316,45,9,6,5,4,4.614602936,8.856666666,40.87,"[Polish, Delis, Gluten-Free, Restaurants]","Pittsburgh","PA","Alfred's Deli & Market",10,4.5,40.4566938,-79.9683627,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Polish Hill]",TRUE,44.0612166666667
"2133",2132,"ufIN_oA285Zivd-4szJKxQ",8,355.5,65,19,17,7,4.127619744,113.9583333,470.3766665,"[Food, American (Traditional), Pretzels, Restaurants]","Pittsburgh","PA","The Pretzel Shop",79,4.5,40.428001,-79.972244,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[South Side]",TRUE,337.90925
"2134",2133,"14gY1iJ-KRnERxHj4ONasA",2,280,69,20,15,7,3.325174885,97.445,324.0216667,"[Pizza, Restaurants]","Pittsburgh","PA","Giovanni's Pizza & Pasta",80,3.5,40.44340093,-80.00249847,"none",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"[Downtown]",TRUE,281.5869
"2135",2134,"J9_8HE0wPaBHgXXUMCq3xA",6,28,7,3,3,3,3.315789474,12.66666667,42.00000002,"[American (Traditional), Asian Fusion, Restaurants]","Pittsburgh","PA","Tenders Pittsburgh",8,3.5,40.441876,-79.957109,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"[Oakland]",TRUE,28.27375
"2136",2135,"NfheNBs_UbGN1r25Ehdl_Q",6,192.5,46,15,12,2,3.02195019,86.86333333,262.4966667,"[Burgers, American (Traditional), Chicken Wings, Restaurants]","Pittsburgh","PA","Quaker Steak and Lube",55,3.5,40.4406403,-79.9582222,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Oakland]",FALSE,180.522483333333
"2137",2136,"OIrKSV2jHSYGmS0FqAW5nw",12,50,10,3,3,3,5,3,15,"[Bars, Cafes, Hookah Bars, Nightlife, Restaurants]","Pittsburgh","PA","Perspolis Hookah Lounge",10,5,40.452254,-79.952033,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Oakland]",TRUE,52.9081166666666
"2138",2137,"QemPjyORlLB98ON0uCst5w",460,112,24,14,10,6,4.261118664,34.32666667,146.27,"[Food, Breweries]","Pittsburgh","PA","Hop Farm Brewing Co.",28,4,40.4846999,-79.947964,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Lawrenceville]",TRUE,111.823383333333
"2139",2138,"SJJkNi3nbWyGLBo6U7x8_Q",121,121.5,26,9,5,4,4.538886938,18.98666667,86.17833334,"[Skin Care, Waxing, Hair Removal, Massage, Beauty & Spas]","Pittsburgh","PA","Evolve Massage & Wellness Center",27,4.5,40.3903858,-80.0708968,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]",TRUE,121.877416666667
"2140",2139,"TpLtXNrNK0FcmSLtNN7rpQ",461,13.5,3,0,0,0,3,2.235,6.705,"[Oil Change Stations, Automotive]","Pittsburgh","PA","Valvoline Instant Oil Change",3,4.5,40.4906615,-80.0605548,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Bellevue]",TRUE,12.7917833333333
"2141",2140,"ZL6DNzyenFm9Kpz6uADlNg",145,180,55,19,16,8,3.155365474,53.58333333,169.075,"[Tapas/Small Plates, Restaurants, Italian]","Pittsburgh","PA","Pino's Contemporary Italian Restaurant & Wine Bar",60,3,40.450249,-79.9145,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Point Breeze]",TRUE,188.323666666667
"2142",2141,"ihUWFwY0r3ApW5aZ4Aqf9Q",49,1716,393,177,133,63,4.172612179,395.7233333,1651.2,"[Thai, Restaurants]","Pittsburgh","PA","Noodlehead",429,4,40.457748,-79.925494,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Shadyside]",TRUE,1683.49971666667
"2143",2142,"ozCDtYf_PFnUNBkNqG6DqA",4,85.5,18,13,13,9,4.312532167,12.95333333,55.86166666,"[Hair Salons, Barbers, Men's Hair Salons, Beauty & Spas]","Pittsburgh","PA","Graham's Barbershop",19,4.5,40.467186,-79.9637149,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Lawrenceville]",TRUE,83.4372833333333
"2144",2143,"p6I9XmfpvCyDbkvtvQqhsw",16,42,12,3,3,0,3.284489656,43.745,143.68,"[Food, Convenience Stores, Shopping, Drugstores]","Pittsburgh","PA","Rite Aid",12,3.5,40.437832,-79.923242,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Squirrel Hill]",TRUE,47.0323833333333
"2145",2144,"r-_R6lG3HWU8WYw0Zk23fA",8,112,25,14,14,5,4.03121261,32.03833334,129.1533334,"[Bakeries, Food, Cafes, Desserts, Restaurants]","Pittsburgh","PA","Bartram House Bakery",28,4,40.4273732,-79.9681119,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[South Side]",TRUE,113.81055
"2146",2145,"uvqLZ4QDuoW1ConHmJZTWw",52,24,5,2,2,0,4.486123546,3.723333333,16.70333333,"[Bars, Nightlife, Lounges]","Dormont","PA","Albert's Lounge",6,4,40.3977871,-80.0358083,"full_bar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"[Dormont]",TRUE,24.5587333333333
"2147",2146,"wU-1r9JEJvctL6y7B9snHw",16,90,18,5,3,0,4.446198288,16.155,71.82833334,"[Active Life, Yoga, Fitness & Instruction]","Pittsburgh","PA","I Am Yoga",20,4.5,40.4377855,-79.922754,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Squirrel Hill]",TRUE,88.8319333333333
"2148",2147,"0FgwBx7pgmNdUtsd_T8UYQ",2,256,53,21,13,7,4.036719607,82.06333334,331.2666667,"[Steakhouses, Restaurants]","Pittsburgh","PA","Ruths Chris Steak House",64,4,40.4394267,-80.0038037,"full_bar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[Downtown]",TRUE,247.3148
"2149",2148,"63M2e_wSmQ8GbLDUau5K6Q",462,255.5,62,23,13,7,3.422138333,93.15666667,318.795,"[Italian, Pizza, Restaurants]","Pittsburgh","PA","La Tavola Italiana",73,3.5,40.426784,-80.005652,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Mt. Washington]",TRUE,258.38375
"2150",2149,"AvVMhXghvAE2_JGWXoC7IA",2,240,44,23,16,8,4.82675169,43.38666667,209.4166667,"[Food, Coffee & Tea, Juice Bars & Smoothies]","Pittsburgh","PA","Simpatico Espresso",48,5,40.44137378,-79.996646,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Downtown]",TRUE,222.785583333333
"2151",2150,"DMy5IG-dNrH4ARk96KngEA",34,22.5,7,5,4,2,2.791542585,5.596666667,15.62333333,"[Men's Clothing, Fashion, Shopping, Formal Wear]","Homestead","PA","Men's Wearhouse",9,2.5,40.40939,-79.91295,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Homestead]",TRUE,22.1985166666667
"2152",2151,"HfXThpI2hvTYE1ajYvozaA",463,60,13,4,4,3,3.844972578,18.23333333,70.10666666,"[Pizza, Restaurants]","Pittsburgh","PA","City Oven",15,4,40.45217228,-79.98905182,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[]",TRUE,58.1261833333333
"2153",2152,"HhmrOX9alyM_-JjnK9MSpA",109,31.5,7,2,1,1,4.760409058,4.563333333,21.72333333,"[Property Management, Home Services, Real Estate]","Pittsburgh","PA","Wylie Holdings",7,4.5,40.480164,-79.954343,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Lawrenceville]",TRUE,33.89365
"2154",2153,"Lub0RurarPqWapys3U0Plg",2,24,6,2,2,1,3.915726456,7.238333333,28.34333333,"[Food, Coffee & Tea]","Pittsburgh","PA","Starbucks",6,4,40.441355,-79.994853,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Downtown]",TRUE,26.3094666666667
"2155",2154,"QTwovOzlu7qIB8CBGm6luw",45,269.5,71,32,23,6,3.793985951,81.14333333,307.8566667,"[Bars, Nightlife]","Pittsburgh","PA","The Beer Market",77,3.5,40.4480256,-80.0041295,"beer_and_wine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"[North Side]",TRUE,275.485016666667
"2156",2155,"Wv4DMWNrC82EBjDTbaVR6Q",8,139.5,27,9,8,2,4.693050688,19.49833333,91.50666665,"[Shopping, Mountain Biking, Sporting Goods, Local Services, Bikes, Active Life, Bike Repair/Maintenance]","Pittsburgh","PA","Thick Bikes",31,4.5,40.4294602,-79.9838282,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[South Side]",TRUE,139.19285
"2157",2156,"fY5s3NUnJTYJOHQeRPYNFQ",160,297,52,10,6,2,4.434727474,141.9433333,629.4799999,"[Food, Beer, Wine & Spirits, Breweries]","Pittsburgh","PA","East End Brewing Company",66,4.5,40.4591026,-79.9114836,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Larimer]",TRUE,287.76835
"2158",2157,"CW63D7wq5s1sxAEfaNhW9A",277,28,6,2,2,1,3.344069837,11.07333333,37.02999998,"[Burgers, Hot Dogs, Restaurants]","Pittsburgh","PA","Hank's Hotdogs Too",7,4,40.3928423,-80.0183817,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Brookline]",TRUE,26.9441666666667
"2159",2158,"Uiz1Xq1I6jdnDLtzIIF9hQ",2,1516.5,313,191,147,68,4.176367502,298.6283333,1247.181666,"[American (New), Restaurants]","Pittsburgh","PA","Butcher and the Rye",337,4.5,40.442334,-80.002066,"full_bar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"[Downtown]",TRUE,1580.9892
